roi1,roi2,voxel_idx_1,voxel_idx_2,gsp1000_mf_AvgR,yeo1000_dil_AvgR,diff
medulla,right_anterior_lateral_ventricle,[36 31  8],[33 40 42],0.013551534153521061,0.032094940543174744,-0.018543406389653683
medulla,right_anterior_lateral_ventricle,[31 33 15],[36 46 45],0.03690730035305023,-0.00377474632114172,0.04068204667419195
medulla,right_anterior_lateral_ventricle,[31 34  5],[33 42 43],-0.010528940707445145,0.01307450607419014,-0.023603446781635284
medulla,right_anterior_lateral_ventricle,[37 30  7],[35 47 47],-0.09481905400753021,-0.04262775927782059,-0.052191294729709625
medulla,right_anterior_lateral_ventricle,[45 39  9],[31 38 38],0.027814257889986038,-0.024594008922576904,0.05240826681256294
medulla,right_anterior_lateral_ventricle,[50 30 10],[38 48 44],0.043364111334085464,0.018103480339050293,0.02526063099503517
medulla,right_anterior_lateral_ventricle,[57 34  7],[38 48 47],-0.030550776049494743,-0.0030935995746403933,-0.02745717647485435
medulla,right_anterior_lateral_ventricle,[41 38  4],[31 41 42],0.003054301720112562,0.028962517157197,-0.025908215437084436
medulla,right_anterior_lateral_ventricle,[54 30  6],[34 43 45],-0.03087638132274151,0.018766134977340698,-0.04964251630008221
medulla,right_anterior_lateral_ventricle,[42 22 16],[38 53 49],-0.05265307053923607,-0.02425798401236534,-0.028395086526870728
medulla,right_anterior_lateral_ventricle,[34 29  9],[34 43 45],-0.027273759245872498,0.01454996783286333,-0.04182372707873583
medulla,right_anterior_lateral_ventricle,[38 22 13],[37 54 50],-0.07528816163539886,-0.02129896730184555,-0.053989194333553314
medulla,right_anterior_lateral_ventricle,[41 24 12],[38 55 48],-0.02465618960559368,0.006721279583871365,-0.031377469189465046
medulla,right_anterior_lateral_ventricle,[66 28  9],[37 47 43],0.07861004769802094,0.04962264001369476,0.028987407684326172
medulla,right_anterior_lateral_ventricle,[55 31 16],[30 41 38],0.01273250486701727,0.013126022182404995,-0.00039351731538772583
medulla,right_anterior_lateral_ventricle,[35 37  6],[30 41 41],-0.041862811893224716,-0.02642211504280567,-0.015440696850419044
medulla,right_anterior_lateral_ventricle,[62 30  6],[35 44 42],0.04947538301348686,0.03283001109957695,0.016645371913909912
medulla,right_anterior_lateral_ventricle,[50 30  9],[36 50 48],-0.04778006672859192,-0.013990512117743492,-0.03378955461084843
medulla,right_anterior_lateral_ventricle,[52 36 10],[33 44 40],0.018682440742850304,0.0013875558506697416,0.017294884892180562
medulla,right_anterior_lateral_ventricle,[44 25 15],[32 44 43],-0.02476932480931282,-0.006106994114816189,-0.01866233069449663
medulla,right_anterior_lateral_ventricle,[64 32  6],[30 41 38],0.0030855608638375998,-0.0072478801012039185,0.010333440965041518
medulla,right_anterior_lateral_ventricle,[51 28  8],[35 48 45],-0.022216854616999626,-0.006801816169172525,-0.0154150384478271
medulla,right_anterior_lateral_ventricle,[31 29  7],[40 51 47],-0.037154749035835266,-0.024217406287789345,-0.012937342748045921
medulla,right_anterior_lateral_ventricle,[41 35  5],[36 51 49],-0.0390789620578289,0.008706680499017239,-0.04778564255684614
medulla,right_anterior_lateral_ventricle,[43 45 13],[34 44 44],0.03598146140575409,0.016606824472546577,0.019374636933207512
medulla,right_anterior_lateral_ventricle,[59 33  6],[31 42 40],-0.014211846515536308,-0.001447542803362012,-0.012764303712174296
medulla,right_anterior_lateral_ventricle,[32 34  6],[36 45 44],0.020580383017659187,0.05750405415892601,-0.03692367114126682
medulla,right_anterior_lateral_ventricle,[36 32 16],[37 48 46],0.04829222708940506,0.011573057621717453,0.03671916946768761
medulla,right_anterior_lateral_ventricle,[61 30  8],[36 46 43],0.06282039731740952,0.03625096008181572,0.026569437235593796
medulla,right_anterior_lateral_ventricle,[35 37  8],[39 48 44],0.03937235102057457,0.03176799416542053,0.0076043568551540375
medulla,right_anterior_lateral_ventricle,[47 40 13],[40 51 46],0.04564911499619484,-0.008551078848540783,0.05420019384473562
medulla,right_anterior_lateral_ventricle,[52 24 10],[32 41 40],0.010123488493263721,0.021425656974315643,-0.011302168481051922
medulla,right_anterior_lateral_ventricle,[54 29  8],[38 55 47],0.02203453704714775,0.04279262572526932,-0.020758088678121567
medulla,right_anterior_lateral_ventricle,[46 24 14],[32 42 43],-0.009654114954173565,-0.0034484805073589087,-0.006205634446814656
medulla,right_anterior_lateral_ventricle,[42 25 14],[35 43 45],-0.012933091260492802,-0.009390712715685368,-0.003542378544807434
medulla,right_anterior_lateral_ventricle,[47 41 13],[31 39 40],0.08134331554174423,0.03301702067255974,0.048326294869184494
medulla,right_anterior_lateral_ventricle,[52 37  7],[40 55 46],0.06591377407312393,0.03607327118515968,0.02984050288796425
medulla,right_anterior_lateral_ventricle,[43 22 16],[33 42 43],0.013837918639183044,0.02717512473464012,-0.013337206095457077
medulla,right_anterior_lateral_ventricle,[46 45 14],[37 51 48],-0.013423323631286621,0.05670590326189995,-0.07012922689318657
medulla,right_anterior_lateral_ventricle,[39 33  5],[32 42 44],-0.03334590047597885,0.016199728474020958,-0.04954562894999981
medulla,right_anterior_lateral_ventricle,[51 39  7],[35 44 46],-0.06763727217912674,-0.020090244710445404,-0.047547027468681335
medulla,right_anterior_lateral_ventricle,[47 43  9],[35 47 46],0.010626761242747307,0.03791294991970062,-0.027286188676953316
medulla,right_anterior_lateral_ventricle,[41 26 10],[33 43 39],0.025493023917078972,0.045264557003974915,-0.019771533086895943
medulla,right_anterior_lateral_ventricle,[51 29 10],[30 40 36],0.048454154282808304,0.0486082024872303,-0.00015404820442199707
medulla,right_anterior_lateral_ventricle,[44 38  6],[41 50 46],0.02573074959218502,0.006190930493175983,0.019539819099009037
medulla,right_anterior_lateral_ventricle,[35 23 10],[33 41 44],0.00611362187191844,0.05361585319042206,-0.04750223131850362
medulla,right_anterior_lateral_ventricle,[51 36  9],[38 49 47],-0.03052716702222824,-0.0039799874648451805,-0.02654717955738306
medulla,right_anterior_lateral_ventricle,[60 29  8],[30 41 40],-0.04373668506741524,-0.04767443239688873,0.0039377473294734955
